Enddate,Name,Region,ID,Headline,Copyright
20240529,MullOtter,ES-ES,5925633999,"¡Vamos a jugar!","Nutrias europeas adolescentes, Loch Spelve, Isla de Mull, Escocia (© Neil Henderson/Alamy)"
20240530,Everglades90th,ES-ES,6056767360,"El poder de la naturaleza","Pinos elliotis en el Parque Nacional de los Everglades, Florida, EE.UU. (© Jonathan Gewirtz/Tandem Stills + Motion)"
20240531,YorkshireDalesNP,ES-ES,3243650071,"Un lugar verde y tranquilo","Gunnerside, Swaledale, Parque Nacional Yorkshire Dales, Reino Unido (© Derek Croucher/Alamy)"
20240601,PrideMonthSF,ES-ES,3579859678,"Orgullo sin prejuicio","Ayuntamiento de San Francisco iluminado con el arcoíris en honor al mes del Orgullo, California, EE.UU. (© Josh Edelson/AFP via Getty Images)"
20240602,MenRuz,ES-ES,3990544497,"Una luz en la noche","Faro de Ploumanac'h, Costas de Armor, Francia (© Christian Handl/Getty Images)"
20240603,CopenhagenBicycles,ES-ES,4229368591,"Vida sobre ruedas","Bicicletas en Copenhague, Dinamarca (© Alphotographic/Getty Images)"
20240604,ChestnutBeeEater,ES-ES,4472834413,"Aves radiantes","Abejaruco Cabecirrufo, Parque Nacional de Bardiya, Nepal (© PACO COMO/Shutterstock)"
20240605,MadagascarRiver,ES-ES,4680489964,"¡Viva la Tierra!","Parque nacional de Masoala, Madagascar (© Dennis van de Water/Shutterstock)"
20240606,TenerifeBluetrail,ES-ES,5009256833,"¡Hasta la cima, esa es la meta!","Parque Nacional del Teide, Tenerife, España (© Santiago Urquijo/Moment/Getty Images)"
20240607,HumpbackFamily,ES-ES,5806856103,"Olas de Esperanza","Familia de ballenas jorobadas, Dutch Harbor, Alaska (© Jude Newkirk/Amazing Aerial Agency)"
20240608,BardenasBiosphere,ES-ES,5583013155,"¡Silencio imperial!","Bardenas Reales de Navarra, España (© Aliaume Chapelle/Tandem Stills + Motion)"
20240609,RegionMurciaDay,ES-ES,1540507455,"Costa cálida","Atardecer en Murcia, España (© Medvedkov/iStock/Getty Images Plus)"
20240610,OsakaNight,ES-ES,1885531150,"El corazón de Japón","Osaka de noche, Japón (© wichianduangsri/Getty Images)"
20240611,GemsbokBotswana,ES-ES,2633873347,"¡Unos antílopes espectaculares!","Órice del cabo (Gemsbok) en la sabana, Botsuana (© Karine Aigner/Tandem Stills + Motion)"
20240612,BigBendMilkyWay,ES-ES,2997966986,"Un espectáculo galáctico","Vía Láctea sobre el Parque Nacional Big Bend, Texas, EE.UU. (© wisanuboonrawd/Adobe Stock)"
20240613,RegistanUzbekistan,ES-ES,3215569621,"Azul de azulejos","Fachada de mosaicos en la Plaza Registán, Samarcanda, Uzbekistán (© da-kuk/Getty Images)"
20240614,PeggysCove,ES-ES,2898736491,"Solo pero nunca asolas","Faro de Peggys Cove, Nueva Escocia, Canadá (© Pugalenthi/Getty Images)"
20240615,NazareWave,ES-ES,3451063756,"¡Baila con las olas!","Surfista montando una ola en Nazaré, Portugal (© Rui Caria/Getty Images)"
20240616,KillikRiverAlaska,ES-ES,6266165210,"El encuentro de las aguas","Confluencia de Easter Creek y el río Killik, Parque Nacional de las Puertas del Ártico, Alaska, EE.UU. (© Patrick J. Endres/Getty Images)"
20240617,HummingThistle,ES-ES,3882279359,"Esparce el polen","Colibrí brillante coroniverde con cardo gigante, Cerro de la Muerte, Costa Rica (© adrian hepworth/Alamy)"
20240618,LupinIceland,ES-ES,4150475711,"Paisaje lunar","Campos de altramuces e iglesia al amanecer, Península de Snæfellsnes, Islandia (© Matteo Colombo/Getty Images)"
20240619,SuperyachtCupPalma,ES-ES,7519747010,"Velada a lo grande","Vista aérea del puerto deportivo de lujo, Puerto Portals, Portals Nous, Mallorca, Islas Baleares, España (© Westend61/Getty Images)"
20240620,KokinoMacedonia,ES-ES,7264523423,"Amanecer del solsticio","Kokino, antiguo observatorio megalítico, Macedonia del Norte (© stoimilov/Shutterstock)"
20240621,LewaGiraffe,ES-ES,7726305144,"Conexión perfecta","Jirafa madre reticulada saludando a su cría, Lewa Wildlife Conservancy, Kenia (© Sean Crane/Minden Pictures)"
20240622,BrazilRainforest,ES-ES,7948660330,"Perderse en la niebla","Selva amazónica, Brasil (© Claus Meyer/plainpicture)"
20240623,SanJuanMenorca,ES-ES,8672078305,"Noche de San Juan","Cala Macarelleta, Menorca, Islas Baleares, España (© Matteo Colombo/DigitalVision/Getty Images)"
20240624,FloresIsland,ES-ES,8971100389,"¡Vistas azulinantes!","Lagos de cráteres volcánicos en Kelimutu, Flores, Indonesia (© Shane P. White/Minden Pictures)"
20240625,FireWave,ES-ES,9125556493,"Un lugar ideal para tus fotos","Parque Estatal del Valle del Fuego, Nevada, EE.UU. (© Clint Losee/Tandem Stills + Motion)"
20240626,CardinalfishAnemone,ES-ES,9348160649,"¡Raya-diante!","Pez cardenal Banggai joven con anémona de mar, Estrecho de Lembeh, Sulawesi Septentrional, Indonesia (© Constantinos Petrinos/NPL/Minden Pictures)"
20240627,FlorenceDuomo,ES-ES,9598633460,"Cúpula dulce cúpula","Duomo Santa Maria del Fiore al atardecer, Florencia, Italia (© Elena Pueyo/Getty Images)"
20240628,PrideMadrid,ES-ES,8204092682,"Madrid, destino de la diversidad","Brazos agitando la bandera LGBTQIA en la Plaza de Cibeles en Madrid, España (© Jose Gonzalez Buenaposada/Getty Images)"
20240629,TourCorsica,ES-ES,5232054569,"¿Quién ganará este año?","Ciclistas en el Tour de Francia 2013, Córcega, Francia (© Pascal Pochard-Casabianca/AFP via Getty Images)"
20240630,UbudBali,ES-ES,5927593831,"¡Petrificante!","Tallado en piedra en un templo de Ubud, Bali, Indonesia (© R. Schönebaum/plainpicture)"
20240701,FisgardLighthouse,ES-ES,6235120426,"¡He aquí la orilla!","Faro de Fisgard, Puerto de Esquimalt, Colwood, Columbia Británica, Canadá (© davemantel/Getty Images)"
20240702,ItalicaRuins,ES-ES,6907151535,"Fantasmas de ciudades pasadas","Itálica, antigua ciudad romana en Santiponce, Sevilla, Andalucía, España (© Moses Palermo/Amazing Aerial Agency)"
20240703,MeerkatManor,ES-ES,8008983955,"“¿Quién anda ahí?”","Familia de suricatas (© anetapics/Shutterstock)"
20240704,ZaharaDeLaSierra,ES-ES,8451895973,"Pueblo pintoresco","Zahara de la Sierra, Cádiz, Andalucía, España (© Francesco Carovillano/eStock Photo)"
20240705,NoahBeach,ES-ES,8857323555,"Un encuentro costero","Playa de Noah, Selva tropical de Daintree, Queensland, Australia (© bjeayes/Getty Images)"
20240706,ConwyRiver,ES-ES,1249409412,"¡Que empiece la fiesta!","Castillo de Conwy, Gales (© David Chapman/Alamy)"
20240707,YenBaiTerraces,ES-ES,1614645936,"¡Que no se te pase el arroz!","Terrazas de arroz de Mù Cang Chải, provincia de Yên Bái, Vietnam (© Kiatanan Sugsompian/Getty Images)"
20240708,NorwayBlueberries,ES-ES,1837982963,"Una dosis de antioxidantes","Arándanos azules silvestres (© Baac3nes/Getty Images)"
20240709,TalampayaNP,ES-ES,2038373529,"Un lugar cautivador","Parque Nacional Talampaya, provincia de La Rioja, Argentina (© Gonzalo Azumendi/Getty Images)"
20240710,CollaredAracari,ES-ES,2235219577,"Rey de la selva tropical","Tucancillo collarejo, Costa Rica (© Juan Carlos Vindas/Getty Images)"
20240711,GangiSicily,ES-ES,2394496656,"Eres uno entre 8.100 millones","Gangi, Sicilia, Italia (© Andrea Caruso/Amazing Aerial Agency)"
20240712,RainierWildflowers,ES-ES,3642335933,"Las flores son las sonrisas de la tierra","Flores silvestres en el Parque Nacional del Monte Rainier, Washington, EE.UU. (© RomanKhomlyak/Getty Images)"
20240713,CappadociaRocks,ES-ES,4124443837,"¡Te quedarás de piedra!","Chimeneas de hadas y casas-cueva en Capadocia, Turquía (© Storm Is Me/Shutterstock)"
20240714,SilkyShark,ES-ES,4829919734,"Día de la conciencia por los tiburones","Tiburón sedoso en Jardines de la Reina, Cuba (© Christian Vizl/Tandem Stills + Motion)"
20240715,TateishiPark,ES-ES,5379923028,"Un día la mar de bien","Parque Tateishi, prefectura de Kanagawa, Japón (© blew_s/Shutterstock)"
20240716,AncientOrkney,ES-ES,6955943044,"Excavando el pasado","El asentamiento neolítico de Skara Brae, Orcadas, Escocia (© Paul Williams - FunkyStock/Getty Images)"
20240717,MedievalRothenburg,ES-ES,7422033090,"Una torre con historia","Ciudad medieval de Rothenburg ob der Tauber, Alemania (© kanuman/Getty Images)"
20240718,MayotteCoral,ES-ES,7740312027,"Bajo del mar","Arrecife de coral en el Océano Índico, Mayotte, Francia (© Gabriel Barathieu/Minden Pictures)"
20240719,YoungJaguar,ES-ES,8430300629,"Camuflaje ingenioso","Un jaguar joven en la ribera del río, Pantanal, Brasil (© Tambako the Jaguar/Getty Images)"
20240720,MineralMoon,ES-ES,8732088445,"Hasta la Luna y mas allá","La Luna (© Victor Blum/Getty Images)"
20240721,ZanzibarBoats,ES-ES,9050362882,"El paraíso de las especias","Barcos de pesca de madera en el pueblo de Kendwa, Zanzíbar, Tanzania (© Lubos Paukeje/Alamy)"
20240722,PerseidasExtremadura,ES-ES,2162397207,"No hay estrellas sin oscuridad","Perseidas, Extremadura, España (© Cavan Images/Getty Images)"
20240723,MethoniCastle,ES-ES,0213833516,"Ecos de historia","Castillo de Methoni, Mesenia, Grecia (© Andrew Mayovskyy/Shutterstock)"
20240724,SaintJamesGalicia,ES-ES,2247735379,"Fiesta de Santiago Apóstol","Fiesta de Santiago Apóstol en Galicia, España (© Mlenny/iStock/Getty Images Plus)"
20240725,SmokyMountainTrail,ES-ES,0918901089,"¡Verde que te quiero verde!","Sendero del bosque en el Parque Nacional de las Grandes Montañas Humeantes, Tennessee, EE. UU. (© putmanphoto/Getty Images)"
20240726,PontNeuf,ES-ES,2550658471,"¡Que empiecen los juegos!","Pont Neuf sobre el río Sena, París, Francia (© f11photo/Getty Images)"
20240727,RhinelandVineyards,ES-ES,2388609359,"El paraíso enófilo","Viñedos en el valle del Mosela, Renania-Palatinado, Alemania (© Jorg Greuel/Getty Images)"
20240728,BeachHutsSweden,ES-ES,3277485240,"Una costa multicolor","Casetas de playa en la provincia de Escania, Suecia (© Martin Wahlborg/Getty Images)"
20240729,CorbettTigers,ES-ES,3406762791,"Día Internacional del Tigre","Dos tigres hermanos en el Parque Nacional de Jim Corbett, Uttarakhand, India (© Sourabh Bharti/Getty Images)"
20240730,GimignanoTuscany,ES-ES,3492198518,"Hasta las nubes","San Gimignano, Siena, Toscana, Italia (© MNStudio/Shutterstock)"
20240731,HoodoosBryce,ES-ES,3645985618,"¡Está cañón!","Hoodoos Sunset Point, Parque Nacional del Cañón Bryce, Utah, EE.UU. (© Tim Fitzharris/Minden Pictures)"
20240801,KaptaiLake,ES-ES,3810492985,"Un cargo de gangas","Mercado flotante, Lago Kaptai, Rangamati, Bangladesh (© Azim Khan Ronnie/Amazing Aerial Agency)"
20240802,TrunkBay,ES-ES,3941681202,"Persiguiendo el arcoiris...","Trunk Bay, Parque Nacional de las Islas Vírgenes, San Juan, EE. UU. (© cdwheatley/Getty Images)"
20240803,DescensodelSella,ES-ES,4018014092,"¡Que empiece el descenso!","Atardecer en Ribadesella, Asturias, España (© StockPhotoAstur/iStock/GettyImagesPlus)"
20240804,RomeriaVikinga,ES-ES,4247544127,"Romería Vikinga","Romería Vikinga, Galicia (© Pablo Charlón/GettyImages)"
20240805,HertfordshireLavender,ES-ES,4413532305,"Un mar de lavanda","Campo de lavanda, Hertfordshire, Inglaterra, Reino Unido (© George W Johnson/Getty Images)"
20240806,MolokiniHawaii,ES-ES,4650038553,"Una isla “craterífica”","Molokini, Maui, Hawai, EE.UU. (© Douglas Peebles/eStock Photo)"
20240807,MichiganLighthouse,ES-ES,4793488515,"Más que una necesidad náutica","Luces interiores y exteriores del muelle norte de St. Joseph, Michigan, EE.UU. (© Kenneth Keifer/Getty Images)"
20240808,SpottedOwlet,ES-ES,9381508477,"¡Una mirada penetrante!","Mochuelo Brahmán, Bangkok, Tailandia (© Tfilm/Getty Images)"
20240809,IncaRuinPeru,ES-ES,0427536842,"Celebración de la cultura indígena","Ruinas incas de Sacsayhuamán cerca de Cusco, Perú (© SL_Photography/Getty Images)"
20240810,JoshuaTreeNP,ES-ES,0806309217,"Josué bajo el cielo estrellado","Parque Nacional Árboles de Josué, California, EE. UU. (© Chris Moore - Exploring Light Photography/Tandem Stills + Motion)"
20240811,TofinoVancouver,ES-ES,1346437270,"El camino menos transitado","Sendero de madera al lago Kennedy, Isla de Vancouver, Columbia Británica, Canadá (© EB Adventure Photography/Shutterstock)"
20240812,ElephantsAmboseli,ES-ES,1712423219,"Gigante, cuyo valor flaquea ante un ratón","Elefantes africanos, Parque Nacional de Amboseli, Kenia (© Ruzdi Ekenheim/Getty Images)"
20240813,DugiOtokCroatia,ES-ES,3602010890,"Vértigo en el paraíso","Acantilados del Parque Natural de Telašćica, isla de Dugi Otok, Croacia (© Ilija Ascic/Shutterstock)"
20240814,WatarrkaLizard,ES-ES,4079653001,"Puntiagudo como un cactus","Diablo espinoso, Parque Nacional Watarrka, Australia (© Yva Momatiuk and John Eastcott/Minden Pictures)"
20240815,HangCave,ES-ES,4781129979,"¡Un mundo aparte!","Gruta de Sơn Đoòng, Parque Nacional Phong Nha-Kẻ Bàng, Vietnam (© Geng Xu/Getty Images)"
20240816,JapanRollerCoaster,ES-ES,7314617149,"¡Abróchate el cinturón!","Montaña rusa en Nagashima Spa Land, prefectura de Mie, Japón (© Japanese amateur photographer/Getty Images)"
20240817,SemanaGrandeBilbao,ES-ES,1226526692,"Creación contemporánea","Anochecer en el Museo Guggenheim, Bilbao, País Vasco (© Dleiva/Alamy Stock Foto)"
20240818,HuntingtonBeach,ES-ES,7631067128,"¡Un muelle muegnífico!","Atardecer desde el Muelle de Huntington Beach, California, EE. UU. (© Stan Moniz Photography/Tandem Stills + Motion)"
20240819,RegataSanGines,ES-ES,7871203072,"¡Percusión chapoteante!","Bufadero de la Garita, Gran Canaria, España (© Marco Bottigelli/Getty Images)"
20240820,TetonSunrise,ES-ES,8184610803,"Donde los ciervos juegan con los antílopes","Amanecer en el Parque Nacional de Grand Teton, Wyoming, EE. UU. (© Kurt Budliger/Tandem Stills + Motion)"
20240821,NazcaBooby,ES-ES,8963082511,"¡Un ave icónica!","El piquero de Nazca, Isla Wolf, Islas Galápagos, Ecuador (© Tui De Roy/Minden Pictures)"
20240822,OceanCityMD,ES-ES,9167700401,"Quien madruga...","Vista aérea de Ocean City al amanecer, Maryland, EE. UU. (© Kevin Olson/Amazing Aerial Agency)"
20240823,PrasatPhanom,ES-ES,2130106694,"Portal al pasado","Ruinas del templo de Prasat Phanom Rung, provincia de Buri Ram, Tailandia (© Banjongseal324/Getty Images)"
20240824,KatahdinWoods,ES-ES,2494481024,"Bosques y aguas","Monumento Nacional de los Bosques y Aguas de Katahdin, Condado de Penobscot, Maine, EE. UU. (© Cavan Images/Alamy)"
20240825,VelaAmericaCupBarcelona,ES-ES,7829816830,"La regata sin segundo puesto","Sitges, Barcelona, Cataluña, España (© Pol Albarrán/Moment/GettyImages)"
20240826,PalmyraAtoll,ES-ES,2724340692,"Una escapada de lo más natural","Reserva Natural Nacional del Atolón Palmyra, Océano Pacífico Central, EE. UU. (© Ian Shive/Tandem Stills + Motion)"
